Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
617027," Signal with a long name or no label, when connected to an Outport block, can cause a crash","A crash can occur when both  these situations occur: The Outport block has the Icon display  parameter set to either Signal name  or Port number and signal name . The signal entering the Outport block has a name longer than 66 characters or the signal has no label. (For example, you connect a Bus Selector signal to an Outport block and the signal has a long name (more than 66 characters) or no label.)  ",You can prevent this issue by doing one of the following actions:Change the Icon display parameter of the Outport block to be Port number.Use a name with less than 66 characters for the signal entering the Outport block.,Simulink,Other,"R2009bSP1, R2010a",07 Jun 2010
614927, emlc and emlmex generate incorrect MEX files with the Watcom compiler,"This bug occurs when you use the mex -setup  command to select the Watcom compiler. The bug is caused by an incompatibility between the Watcom and Microsoft Visual C/C++ compilers. MEX files generated by emlc  and emlmex  use a dynamic library called libemlrt.dll , which was compiled with Microsoft Visual C/C++. This incompatibility causes certain functions in libemlrt.dll  to compute wrong answers when called from a MEX file generated with Watcom. ","Replace the file emlrt.h, located in the subfolder extern\include of the MATLAB distribution, with the new version in the attachment to this bug report. The new version includes pragmas that fix the incompatibility between Watcom and Microsoft Visual C/C++ compilers:#ifdef __WATCOMC__#pragma aux emlrtIntegerCheckR2009b value [8087];#pragma aux emlrtNotNanCheckR2009b value [8087];#pragma aux emlrtNonNegativeCheckR2009b value [8087];#endif",Simulink,Other,"R2009bSP1, R2010a",09 Aug 2011
614792, Failure when linking code generated for model reference variants,"When generating code for a model hierarchy that utilizes model reference variants with preprocessor conditionals, the link of the top-level application might fail if there is a submodel referenced from multiple variants. The link error states that functions corresponding to that submodel are missing. ",,Embedded Coder,Other,"R2009bSP1, R2010a, R2010b",03 Sep 2010
612489, Incorrect Code Generation: Real-Time Workshop might generate invalid code for Selector block operating on n-dimensional signal,"Real-Time Workshop might generate invalid code for a model under the following conditions: A Selector block indexes into a n-dimensional signal The source of the n-dimensional signal is a virtual Bus Selector block The virtual bus signal source is an input port of an Enable and Triggered Subsystem block One or more bus signal elements connect directly to an output port of the Enabled and Triggered Subsystem block  The Inport block becomes a nonvirtual operation on the bus signal, if one of its elements connects directly to an Outport block. In the generated code, the bus signal is copied into an array for this nonvirtual operation. The offset into this array is miscalculated if a Selector block is operating on n-dimensional bus signal elements. Avoid connecting a signal directly from an Inport block to an Outport block in triggered subsystems. The nonvirtual copy operation might be expensive when only a subset of the bus signal connects to the Outport block. To avoid this issue, insert a Signal Conversion block in front of the Outport block. ","The attached MATLAB script finds any occurrence of a Selector block that generates invalid code and returns an array of block handles for those Selector blocks. The input argument is the model name. After running the script, use the hilite_system command to highlight the Selector block in the model diagram. The input argument to hilite_system is a block handle. See the following example:>> blkHdls = findIvalidSelectorBlocks('<model_name>')blkHdls =16.0010 17.0010>> hilite_system(blkHdls(1))If a model is not affected by this issue, this script returns an empty array. A workaround to this problem is to insert a Signal Conversion block at the first input port of the offending Selector block.",Simulink Coder,Incorrect Code Generation,"R2009bSP1, R2010a",09 Aug 2011
611716, Report Generator may lose unsaved Microsoft Word documents,"When using Report Generator to generate a Word document, open instances of Microsoft Word (including those launched outside of the MATLAB environment) may close silently and lose any unsaved work. ","To correct this issue, apply the attached patch:1. Close MATLAB.2. From the MATLAB installation directory, navigate to toolbox\rptgen\rptgen.3. Rename docview.m to docview.m.bak.4. Copy the attached docview.m into the directory indicated above.5. Restart MATLAB.",MATLAB Report Generator,Other,"R2009bSP1, R2010a, R2010b",09 Aug 2011
611205, Folder removal errors might occur during diagram update or build that triggers automatic parallel model reference build,"In a parallel computing environment, initiating a diagram update or build for your model might produce temporary-folder removal errors if both of the following conditions exist: Your model contains a model reference hierarchy. Conditions allow referenced models to be built in parallel.  The parallel build displays error messages similar to the following: C:\Temp\tp46914731_cfd2_4d11_a9d7_be95f4f7e087\model\slprj\sim could not be removed.C:\Temp\tp46914731_cfd2_4d11_a9d7_be95f4f7e087\model\slprj could not be removed.C:\Temp\tp46914731_cfd2_4d11_a9d7_be95f4f7e087\model could not be removed.C:\Temp\tp46914731_cfd2_4d11_a9d7_be95f4f7e087 could not be removed.  ",,Simulink Coder,Other,"R2009bSP1, R2010a",12 May 2010
608169, Embedded MATLAB might produce wrong answers when embedded hardware setting specifies integer size different from that of MATLAB host or test hardware.,"Embedded MATLAB might produce wrong answers during simulation and RTW code generation when calling library functions whose implementations rely on the C function frexp  in the following situations: In simulation, the integer size specified for the embedded hardware is different from the integer size of the MATLAB host. In RTW code generation without emulation hardware, the integer size specified for embedded hardware is different from the integer size of the MATLAB host. In RTW code generation with emulation hardware, the embedded hardware and emulation hardware settings specify different integer sizes.  The following library functions might be affected: betainc , colon , eps , expint , expm , filter , gemmainc , hist , ismember , intersect , issorted , log2 , log10 , median , nchoosek , quadgk , quad2d , rank , sort , sortrows , unique , randperm , setdiff , setxor , and union . ",,Simulink,Other,"R2009bSP1, R2010a",14 Feb 2011
605517, Unexpected termination or wrong sample time reported by rate transition diagnostic,"The rate transition diagnostic reports an incorrect sample time if the destination block of the rate transition is a subsystem. If, in addition, the following conditions apply, then Simulink terminates unexpectedly. The source block has multiple outputs. The output port number for the source block is larger than the number of destination output ports.  ","To avoid an unexpected termination of Simulink, disable the diagnostic on the Solvers pane of the Configuration Parameters dialog box by either:Turning on ""Automatically handle rate transition for data transfer"".Changing the ""Tasking mode for periodic sample times"" to ""SingleTasking"" and setting the ""Single task rate transition"" to ""none"".?",Simulink,Other,"R2009bSP1, R2010a",12 Apr 2010
601660, Incorrect Code Generation: data consistency issue for malloc-based targets with multiple model instances,"Generated code for malloc-based targets potentially can corrupt global pointer variables if you create two or more instances of a model in the same executable. Code is generated that might corrupt data if all of the following conditions are true: You generate code for a malloc-based target, either grt_malloc.tlc , or tornado.tlc  with Tornado Target  pane parameter Code Format  set to RealTimeMalloc .  You customized your code to create two or more instances of a model in the same executable.  You customized your code to preemptively schedule those model instances on a single processor or concurrently schedule the instances across multiple cores.  A parent subsystem in the model explicitly sets the subsystem parameter Real-Time Workshop system code  to Reusable function .  That parent subsystem has at least one child subsystem that cannot be parented by a reusable subsystem for one of the following reasons: The child subsystem is a function-call subsystem and is called by a wide (nonscalar) function call signal. The child subsystem is a function-call subsystem and is called by a noninlined S-function. The child subsystem contains a noninlined S-function.    In this modeling scenario, the build process generates global pointer variables that potentially can be corrupted when an instance of a model is preemptively or concurrently scheduled with other instances of the same model. Note:  The following modeling approaches are not affected   by this issue: Preemptively schedule rates within the same model instance (multitasking solver mode with rate monotonic scheduling). Use Model blocks to combine multiple instances of the same model into one model hierarchy and one generated executable. Use the Real-Time Workshop Embedded Coder target option Generate reusable code  and customize the target to create multiple instances of the same model.  ","To work around this bug, open the parent subsystem in which the parameter Real-Time Workshop system code is explicitly set to Reusable function and change the setting to Auto.",Simulink Coder,Incorrect Code Generation,"R2009bSP1, R2010a",20 Apr 2010
601497," Embedded MATLAB functions may incorrectly create shared utilities, resulting in uncompilable code.","If you enable shared utilities and use parameters in Embedded MATLAB code in Simulink or Stateflow, your model might generate uncompilable code. When this bug occurs, the C compiler reports an error about undeclared identifiers. ",,Embedded Coder,Other,"R2009bSP1, R2010a, R2010b",03 Sep 2010
