Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
3042881, The problem-based workflow might error when using a Global Optimization Toolbox solver with UseParallel=true,"When using the problem-based workflow and selecting one of the Global Optimization solvers ga , surrogateopt , or patternsearch , with UseParallel=true , the solve  function might error. For example: x = optimvar('x',2, 'LowerBound', -5, 'UpperBound', 10);prob = optimproblem; prob.Objective = 4; prob.Constraints.con1 = x(2) <= 1;prob.Constraints.con2 =  1 <= x(1) + x(2);gaOptions = optimoptions('ga', 'UseParallel', true);x0.x = [-2 3];[xga, fga, efga, outga] = solve(prob, x0, 'solver', 'ga', 'options', gaOptions); The returned error can appear as follows:? Error using fcnvectorizerFunction to evaluate must be represented as a string scalar, character vector, or function_handle object.Error in makeState (line 69)        Score = fcnvectorizer(state.Population(initScoreProvided+2:end,:),FitnessFcn,1,...Error in galincon (line 24)state = makeState(GenomeLength,FitnessFcn,Iterate,output.problemtype,options);Error in ga (line 420)            [x,fval,exitFlag,output,population,scores] = galincon(FitnessFcn,nvars, ...Error in optim.problemdef.OptimizationProblem/callSolverError in optim.internal.problemdef.ProblemImpl/solveImplError in optim.problemdef.OptimizationProblem/solveCaused by:    Failure in user-supplied fitness function evaluation. GA cannot continue. ","As a workaround, you can use the prob2struct function to generate the function files for the objective and constraint in the current folder, and then call the solver directly on the output structure.For example:probStruct = prob2struct(prob, x0, 'solver', 'ga');probStruct.options = gaOptions;[xga, fga, efga, outga] = ga(probStruct); ",Global Optimization Toolbox,Other,"R2021b Update 7, R2022a Update 8, R2022b Update 7, R2023a Update 6, R2023b",01 Mar 2024
3020179, Schema-based file headers written by the cdfx function are not compliant with the ASAM standard,"The header section of a CDFX-file produced by the cdfx  funtion contains the following statement: xsi:schemaLocation=""http://www.asam.net/schema/CDF/r2.1 cdf21.xsd"" This line is not compliant with the ASAM standard. The correct statement is: xsi:schemaLocation=""http://www.asam.net/schema/CDF/r2.1 cdf_v2.1.0.sl.xsd"" ",,Vehicle Network Toolbox,Other,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 4, R2023b",17 Oct 2023
3012950, Incorrect Code Generation: Calls to enumeration?function with string input,"For MATLAB code containing calls to the enumeration  function with a string input, the generated code returns an empty matrix instead of the contents of the enumeration. This bug does not affect calls to the enumeration  function? using character vector input.  For example, consider this MATLAB code: classdef LightColors < uint8    enumeration        red(1)        yellow(2)        green(3)    endendfunction out = getColors()out = enumeration(""LightColors"");end? In MATLAB execution, calls to getColors  return the contents of the enumeration. If you generate a MEX for getColors , calls to getColors_mex  incorrectly return an empty matrix.? ?This issue affects MATLAB Coder, MATLAB Function blocks or MATLAB System blocks in Simulink, and MATLAB functions in Stateflow. ","In your MATLAB code, replace string input to the?enumeration?function with character vector input.For example, in the code in the bug description, replace double-quoted input to the?enumeration?function (""LightColors"") with single-quoted input ('LightColors').?",MATLAB Coder,Incorrect Code Generation,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 4, R2023b",13 Sep 2023
3002078, Incorrect Code Generation: Array indexing might be incorrect for inplace MATLAB functions that accept variable-size arrays as inputs,"Incorrect code might generate from a MATLAB function when all of the following conditions are true: The MATLAB function is an inplace function (that is, uses the same input and output variable) whose input is a variable-size array. Inside the MATLAB function, an inplace operation changes the size of the input/output variable. The code in the MATLAB function performs some inplace operations on the input/output variable. You generate code that uses the row-major array layout. You generate code that uses N-dimensional indexing by setting the?PreserveArrayDimensions ?property to  true .  In R2021b or later,  EnableImplicitExpansion  is turned off.  Consider this MATLAB function that uses the same input and output variable x  and accepts a variable-size array as an input. The size of x ?is changed inside of the function through an inplace operation. function x = foo(x)? ? ? ? % In-place function with variable-sized input/output x = x(1,4:1:5);? ? ? ? ? ? % The size of x is changed  x = x + (x + ones(1,2));? ?% Inplace operation  end   When you configure the code generator to use row-major array layout and N-dimensional indexing,?you may see these code lines in the generated code: x_data[0] += x_data[0] + 1.0;  x_data[1] = x_data[0] + (x_data[0] + 1.0);   The generated code calculates the value assigned to? x_data[1] ?using?x_data[0] ?incorrectly. ",,MATLAB Coder,Incorrect Code Generation,"R2021b Update 7, R2022a Update 8, R2022b Update 8, R2023a Update 6, R2023b",01 Mar 2024
3001050, Incorrect Code Generation: Incorrectcode generated for Weighted Sample Time andWeighted Sample Time Math blocks for?add and subtract operations with large numbers,"Incorrect code generated for the?Weighted Sample Time?and?Weighted Sample Time Math?blocks under these conditions: Operation  parameter is set to +  or - .? Input signal is a  large number. Input signal type is set to either double  or single . Output data type  is set to a fixed-point data?type.  For example, if a Weighted Sample Time?or Weighted Sample Time Math block has these settings:Operation ?parameter is set to?+ .   Input signal value is set to  1e+20 .  Input signal data type is set to?single. Output datatype is set to fixdt(1,32,12) .   The output in the generated code does not match that of the normal simulation output.  ",,Simulink,Incorrect Code Generation,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 4, R2023b",13 Sep 2023
2994485," Incorrect Code Generation: Code generated for A(idx,:) = []?does not remove the intended elements if?A is N-D array (N>2) and idx is logical column vector or matrix","The generated code does not remove the intended elements from the array?A ?if all  ?these conditions are true:? Your MATLAB code contains patterns like A(idx,:) = [] ?or ?A(idx,:,:) = [] .  A  is an array of dimension greater than or equal to 3. idx  is a logical array. idx  is either a column vector or a matrix. (This bug does not occur if idx  is a row vector.)  This issue affects MATLAB Coder, MATLAB Function blocks or MATLAB System blocks in Simulink, and MATLAB functions in Stateflow.","Convert the logical array idx?to a row vector.For example, replace the code line?A(idx,:) = []?with the following two lines:?idx2 = reshape(idx,1,[]);A(idx2,:) = [];",MATLAB Coder,Incorrect Code Generation,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 3, R2023b",13 Sep 2023
2981379," When exporting a Simulink model as an FMU using the Standalone FMU Export feature,?the resulting modelDescription.xml file contains incorrect values for the min/max attributes of the bus element when the model includes a bus element with min/max values","When a Simulink model uses a bus structure and includes a bus element with min/max values, the FMU's exported modelDescription.xml file incorrectly writes the /VendorAnnotations/Tool/Simulink/SimulinkModelInterface/BusObject/BusElement/min  or max? attributes as random symbols, which might lead to issues when importing the FMU in Simulink. ",,Simulink Compiler ,Other,"R2021b Update 6, R2022a",18 Jul 2023
2980118, Incorrect Code Generation: Simulink parameter with non-Auto storage class might be incorrectly overwritten in initialize function when used to specify constant value of bus element signal connected to the outport of a conditionally-executed subsystem.,"The code generator might dynamically initialize a statically-initialized Simulink parameter when?all ?of the following are true: A Simulink.Parameter  is used as a constant value for a constant block. This Constant block?is connected as an input port of a Bus Creator block. The output port of the Bus Creator block is driving an Outport block of a conditionally-executed subsystem such as Enabled Subsystem, Triggered Subsystem, or Function-Call Subsystem. The parameter Source of initial output value  of the Outport block is set to 'Input signal' .  When the above conditions are met, Simulink might generate code similar to the following. /* Exported block parameters */  uint8_T myParam = 15U;? ? ? ? ? ? ? ? ?/* Variable: myParam?  /* Model initialize function */  void simplify1_initialize(void)  {   /* SystemInitialize for Outport: '<S1>/Raw_Bytes' incorporates:   ?*? Constant: '<S2>/Const_dummy_Byte_8'   */   ?myParam = simplify1_ConstP.Raw_Bytes_Y0.Raw_Byte_8;?    }?   Note that the Simulink.Parameter  myParam   is statically initialized with value  15U , but it gets dynamically initialized? incorrectly?to some other value?inside the model initialize function. ",,Embedded Coder,Incorrect Code Generation,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 4, R2023b",13 Sep 2023
2973614, MATLAB fails to authenticate SSH connections using RSA keys to remote machines running OpenSSH server 8.8 onwards,"When you authenticate an SSH connection to a remote machine with an identity file in the RSA format, MATLAB Parallel Server fails to establish the connection and produces an error like the following: Identity file not accepted by remote host?'machine32.mycompany.com'. Check the identity file is valid and has correct permissions.  Error from library: Username/PublicKey combination invalid  This error occurs when authenticating an SSH connection to a machine running OpenSSH server version 8.8 or later. The RSA private key might work when you authenticate using OpenSSH client on the command line. A private key is in RSA format if it begins with the following line: -----BEGIN RSA PRIVATE KEY -----  ","Do one of the following:Use a private key in a format other than RSA, such as Ed25519.Use a password to authenticate.",MATLAB Parallel Server,Other,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 4, R2023b",17 Oct 2023
2971612, SS_OPTION_PLACE_ASAP?option for an S-Function block is not honored when another such S-Function block is placed inside a virtual subsystem at the same level of model hierarchy,"When you specify the SS_OPTION_PLACE_ASAP  option for an S-Function block, the block is supposed to be placed before other blocks in the sorted list. However, if you specify the same option for another S-Function block and place it inside a virtual subsystem at the same level of model hierarchy as the S-Function block outside the subsystem, the SS_OPTION_PLACE_ASAP  option for the S-Function block outside the subsystem is not honored.? ",,Simulink,Other,"R2021b Update 7, R2022a Update 7, R2022b Update 6, R2023a Update 3, R2023b",13 Sep 2023
